ideTarifaMediaFornecimento,nomClasseConsumo,nomRegiao,vlrConsumoMWh,mesReferencia,anoReferencia,dthProcessamento,
1124,Rural Irrigante,Norte,312.70,12,2013,13/09/2017 00:00:00,
1125,Rural Irrigante,Norte,227.78,12,2014,13/09/2017 00:00:00,
1126,Rural Irrigante,Norte,250.28,12,2015,13/09/2017 00:00:00,
1127,Rural Irrigante,Norte,305.03,12,2016,13/09/2017 00:00:00,
1128,Rural Irrigante,Norte,296.10,3,2003,13/09/2017 00:00:00,
1129,Rural Irrigante,Norte,84.35,3,2012,13/09/2017 00:00:00,
1130,Rural Irrigante,Norte,213.22,3,2013,13/09/2017 00:00:00,
1131,Rural Irrigante,Norte,260.65,3,2014,13/09/2017 00:00:00,
1132,Rural Irrigante,Norte,257.03,3,2015,13/09/2017 00:00:00,
1133,Rural Irrigante,Norte,311.97,3,2016,13/09/2017 00:00:00,
1134,Rural Irrigante,Norte,300.25,3,2017,13/09/2017 00:00:00,
1135,Rural Irrigante,Norte,84.35,6,2012,13/09/2017 00:00:00,
1136,Rural Irrigante,Norte,251.41,6,2013,13/09/2017 00:00:00,
1137,Rural Irrigante,Norte,268.30,6,2014,13/09/2017 00:00:00,
1138,Rural Irrigante,Norte,276.52,6,2015,13/09/2017 00:00:00,
1139,Rural Irrigante,Norte,223.13,6,2016,13/09/2017 00:00:00,
1140,Rural Irrigante,Norte,234.59,9,2012,13/09/2017 00:00:00,
1141,Rural Irrigante,Norte,156.57,9,2013,13/09/2017 00:00:00,
1142,Rural Irrigante,Norte,184.98,9,2014,13/09/2017 00:00:00,
1143,Rural Irrigante,Norte,241.33,9,2015,13/09/2017 00:00:00,
1144,Rural Irrigante,Norte,237.02,9,2016,13/09/2017 00:00:00,
1145,Rural Irrigante,Sudeste,220.88,12,2012,13/09/2017 00:00:00,
1146,Rural Irrigante,Sudeste,159.79,12,2013,13/09/2017 00:00:00,
1147,Rural Irrigante,Sudeste,149.41,12,2014,13/09/2017 00:00:00,
1148,Rural Irrigante,Sudeste,324.12,12,2015,13/09/2017 00:00:00,
1149,Rural Irrigante,Sudeste,337.62,12,2016,13/09/2017 00:00:00,
1150,Rural Irrigante,Sudeste,330.43,3,2003,13/09/2017 00:00:00,
1151,Rural Irrigante,Sudeste,184.10,3,2012,13/09/2017 00:00:00,
1152,Rural Irrigante,Sudeste,188.43,3,2013,13/09/2017 00:00:00,
1153,Rural Irrigante,Sudeste,146.33,3,2014,13/09/2017 00:00:00,
1154,Rural Irrigante,Sudeste,246.68,3,2015,13/09/2017 00:00:00,
1155,Rural Irrigante,Sudeste,340.67,3,2016,13/09/2017 00:00:00,
1156,Rural Irrigante,Sudeste,339.46,3,2017,13/09/2017 00:00:00,
1157,Rural Irrigante,Sudeste,184.10,6,2012,13/09/2017 00:00:00,
1158,Rural Irrigante,Sudeste,142.62,6,2013,13/09/2017 00:00:00,
1159,Rural Irrigante,Sudeste,114.93,6,2014,13/09/2017 00:00:00,
1160,Rural Irrigante,Sudeste,295.63,6,2015,13/09/2017 00:00:00,
1161,Rural Irrigante,Sudeste,328.09,6,2016,13/09/2017 00:00:00,
1162,Rural Irrigante,Sudeste,221.52,9,2012,13/09/2017 00:00:00,
1163,Rural Irrigante,Sudeste,136.57,9,2013,13/09/2017 00:00:00,
1164,Rural Irrigante,Sudeste,148.70,9,2014,13/09/2017 00:00:00,
1165,Rural Irrigante,Sudeste,317.91,9,2015,13/09/2017 00:00:00,
1166,Rural Irrigante,Sudeste,307.07,9,2016,13/09/2017 00:00:00,
1167,Rural Irrigante,Sul,225.72,12,2012,13/09/2017 00:00:00,
1168,Rural Irrigante,Sul,142.80,12,2013,13/09/2017 00:00:00,
1169,Rural Irrigante,Sul,159.38,12,2014,13/09/2017 00:00:00,
1170,Rural Irrigante,Sul,253.30,12,2015,13/09/2017 00:00:00,
1171,Rural Irrigante,Sul,270.49,12,2016,13/09/2017 00:00:00,
1172,Rural Irrigante,Sul,276.40,3,2003,13/09/2017 00:00:00,
1173,Rural Irrigante,Sul,129.14,3,2012,13/09/2017 00:00:00,
1174,Rural Irrigante,Sul,177.55,3,2013,13/09/2017 00:00:00,
1175,Rural Irrigante,Sul,127.41,3,2014,13/09/2017 00:00:00,
1176,Rural Irrigante,Sul,182.22,3,2015,13/09/2017 00:00:00,
1177,Rural Irrigante,Sul,278.68,3,2016,13/09/2017 00:00:00,
1178,Rural Irrigante,Sul,270.45,3,2017,13/09/2017 00:00:00,
1179,Rural Irrigante,Sul,129.14,6,2012,13/09/2017 00:00:00,
1180,Rural Irrigante,Sul,188.76,6,2013,13/09/2017 00:00:00,
1181,Rural Irrigante,Sul,140.50,6,2014,13/09/2017 00:00:00,
1182,Rural Irrigante,Sul,206.33,6,2015,13/09/2017 00:00:00,
1183,Rural Irrigante,Sul,372.14,6,2016,13/09/2017 00:00:00,
1184,Rural Irrigante,Sul,224.77,9,2012,13/09/2017 00:00:00,
1185,Rural Irrigante,Sul,214.00,9,2013,13/09/2017 00:00:00,
1186,Rural Irrigante,Sul,129.56,9,2014,13/09/2017 00:00:00,
1187,Rural Irrigante,Sul,237.33,9,2015,13/09/2017 00:00:00,
1188,Rural Irrigante,Sul,360.93,9,2016,13/09/2017 00:00:00,
1189,Serviço Público,Brasil,224.14,12,2012,13/09/2017 00:00:00,
1190,Serviço Público,Brasil,195.23,12,2013,13/09/2017 00:00:00,
1191,Serviço Público,Brasil,212.23,12,2014,13/09/2017 00:00:00,
1192,Serviço Público,Brasil,321.37,12,2015,13/09/2017 00:00:00,
1193,Serviço Público,Brasil,193.43,3,2012,13/09/2017 00:00:00,
1194,Serviço Público,Brasil,179.90,3,2013,13/09/2017 00:00:00,
1195,Serviço Público,Brasil,197.59,3,2014,13/09/2017 00:00:00,
1196,Serviço Público,Brasil,266.76,3,2015,13/09/2017 00:00:00,
1197,Serviço Público,Brasil,350.51,3,2016,13/09/2017 00:00:00,
1198,Serviço Público,Brasil,193.43,6,2012,13/09/2017 00:00:00,
1199,Serviço Público,Brasil,187.84,6,2013,13/09/2017 00:00:00,
1200,Serviço Público,Brasil,199.78,6,2014,13/09/2017 00:00:00,
1201,Serviço Público,Brasil,297.92,6,2015,13/09/2017 00:00:00,
1202,Serviço Público,Brasil,220.53,9,2012,13/09/2017 00:00:00,
1203,Serviço Público,Brasil,192.19,9,2013,13/09/2017 00:00:00,
1204,Serviço Público,Brasil,189.10,9,2014,13/09/2017 00:00:00,
1205,Serviço Público,Brasil,313.25,9,2015,13/09/2017 00:00:00,
1206,Serviço Público,Centro-Oeste,250.14,12,2012,13/09/2017 00:00:00,
1207,Serviço Público,Centro-Oeste,192.55,12,2013,13/09/2017 00:00:00,
1208,Serviço Público,Centro-Oeste,213.10,12,2014,13/09/2017 00:00:00,
1209,Serviço Público,Centro-Oeste,325.97,12,2015,13/09/2017 00:00:00,
1210,Serviço Público,Centro-Oeste,201.64,3,2012,13/09/2017 00:00:00,
1211,Serviço Público,Centro-Oeste,201.96,3,2013,13/09/2017 00:00:00,
1212,Serviço Público,Centro-Oeste,198.16,3,2014,13/09/2017 00:00:00,
1213,Serviço Público,Centro-Oeste,272.92,3,2015,13/09/2017 00:00:00,
1214,Serviço Público,Centro-Oeste,349.26,3,2016,13/09/2017 00:00:00,
1215,Serviço Público,Centro-Oeste,201.64,6,2012,13/09/2017 00:00:00,
1216,Serviço Público,Centro-Oeste,186.81,6,2013,13/09/2017 00:00:00,
1217,Serviço Público,Centro-Oeste,199.29,6,2014,13/09/2017 00:00:00,
1218,Serviço Público,Centro-Oeste,298.27,6,2015,13/09/2017 00:00:00,
1219,Serviço Público,Centro-Oeste,227.76,9,2012,13/09/2017 00:00:00,
1220,Serviço Público,Centro-Oeste,188.65,9,2013,13/09/2017 00:00:00,
1221,Serviço Público,Centro-Oeste,184.62,9,2014,13/09/2017 00:00:00,
1222,Serviço Público,Centro-Oeste,318.86,9,2015,13/09/2017 00:00:00,
1223,Serviço Público,Nordeste,236.78,12,2012,13/09/2017 00:00:00,
1224,Serviço Público,Nordeste,203.07,12,2013,13/09/2017 00:00:00,
1225,Serviço Público,Nordeste,211.36,12,2014,13/09/2017 00:00:00,
1226,Serviço Público,Nordeste,272.46,12,2015,13/09/2017 00:00:00,
1227,Serviço Público,Nordeste,194.32,3,2012,13/09/2017 00:00:00,
1228,Serviço Público,Nordeste,199.72,3,2013,13/09/2017 00:00:00,
1229,Serviço Público,Nordeste,203.07,3,2014,13/09/2017 00:00:00,
1230,Serviço Público,Nordeste,243.68,3,2015,13/09/2017 00:00:00,
1231,Serviço Público,Nordeste,286.94,3,2016,13/09/2017 00:00:00,
1232,Serviço Público,Nordeste,194.32,6,2012,13/09/2017 00:00:00,
1233,Serviço Público,Nordeste,203.07,6,2013,13/09/2017 00:00:00,
1234,Serviço Público,Nordeste,203.07,6,2014,13/09/2017 00:00:00,
1235,Serviço Público,Nordeste,258.57,6,2015,13/09/2017 00:00:00,
1236,Serviço Público,Nordeste,239.98,9,2012,13/09/2017 00:00:00,
1237,Serviço Público,Nordeste,203.07,9,2013,13/09/2017 00:00:00,
1238,Serviço Público,Nordeste,189.37,9,2014,13/09/2017 00:00:00,
1239,Serviço Público,Nordeste,267.03,9,2015,13/09/2017 00:00:00,
1240,Serviço Público,Norte,261.67,12,2012,13/09/2017 00:00:00,
1241,Serviço Público,Norte,216.96,12,2013,13/09/2017 00:00:00,
1242,Serviço Público,Norte,230.13,12,2014,13/09/2017 00:00:00,
1243,Serviço Público,Norte,294.08,12,2015,13/09/2017 00:00:00,
1244,Serviço Público,Norte,213.32,3,2012,13/09/2017 00:00:00,
1245,Serviço Público,Norte,224.60,3,2013,13/09/2017 00:00:00,
1246,Serviço Público,Norte,216.96,3,2014,13/09/2017 00:00:00,
1247,Serviço Público,Norte,275.13,3,2015,13/09/2017 00:00:00,
1248,Serviço Público,Norte,329.94,3,2016,13/09/2017 00:00:00,
1249,Serviço Público,Norte,213.32,6,2012,13/09/2017 00:00:00,
1250,Serviço Público,Norte,216.96,6,2013,13/09/2017 00:00:00,
1251,Serviço Público,Norte,216.96,6,2014,13/09/2017 00:00:00,
1252,Serviço Público,Norte,284.17,6,2015,13/09/2017 00:00:00,
1253,Serviço Público,Norte,248.68,9,2012,13/09/2017 00:00:00,
1254,Serviço Público,Norte,216.96,9,2013,13/09/2017 00:00:00,
1255,Serviço Público,Norte,196.94,9,2014,13/09/2017 00:00:00,
1256,Serviço Público,Norte,289.34,9,2015,13/09/2017 00:00:00,
1257,Serviço Público,Sudeste,222.13,12,2012,13/09/2017 00:00:00,
1258,Serviço Público,Sudeste,192.97,12,2013,13/09/2017 00:00:00,
1259,Serviço Público,Sudeste,210.03,12,2014,13/09/2017 00:00:00,
1260,Serviço Público,Sudeste,347.33,12,2015,13/09/2017 00:00:00,
1261,Serviço Público,Sudeste,206.52,3,2012,13/09/2017 00:00:00,
1262,Serviço Público,Sudeste,194.84,3,2013,13/09/2017 00:00:00,
1263,Serviço Público,Sudeste,192.97,3,2014,13/09/2017 00:00:00,
1264,Serviço Público,Sudeste,278.29,3,2015,13/09/2017 00:00:00,
1265,Serviço Público,Sudeste,377.33,3,2016,13/09/2017 00:00:00,
1266,Serviço Público,Sudeste,206.52,6,2012,13/09/2017 00:00:00,
1267,Serviço Público,Sudeste,192.97,6,2013,13/09/2017 00:00:00,
1268,Serviço Público,Sudeste,192.97,6,2014,13/09/2017 00:00:00,
1269,Serviço Público,Sudeste,319.84,6,2015,13/09/2017 00:00:00,
1270,Serviço Público,Sudeste,218.75,9,2012,13/09/2017 00:00:00,
1271,Serviço Público,Sudeste,192.97,9,2013,13/09/2017 00:00:00,
1272,Serviço Público,Sudeste,190.01,9,2014,13/09/2017 00:00:00,
1273,Serviço Público,Sudeste,338.14,9,2015,13/09/2017 00:00:00,
1274,Serviço Público,Sul,207.15,12,2012,13/09/2017 00:00:00,
1275,Serviço Público,Sul,166.61,12,2013,13/09/2017 00:00:00,
1276,Serviço Público,Sul,214.09,12,2014,13/09/2017 00:00:00,
1277,Serviço Público,Sul,332.54,12,2015,13/09/2017 00:00:00,
1278,Serviço Público,Sul,152.44,3,2012,13/09/2017 00:00:00,
1279,Serviço Público,Sul,147.71,3,2013,13/09/2017 00:00:00,
1280,Serviço Público,Sul,166.61,3,2014,13/09/2017 00:00:00,
1281,Serviço Público,Sul,265.18,3,2015,13/09/2017 00:00:00,
1282,Serviço Público,Sul,380.62,3,2016,13/09/2017 00:00:00,
1283,Serviço Público,Sul,152.44,6,2012,13/09/2017 00:00:00,
1284,Serviço Público,Sul,166.61,6,2013,13/09/2017 00:00:00,
1285,Serviço Público,Sul,166.61,6,2014,13/09/2017 00:00:00,
1286,Serviço Público,Sul,303.52,6,2015,13/09/2017 00:00:00,
1287,Serviço Público,Sul,206.52,9,2012,13/09/2017 00:00:00,
1288,Serviço Público,Sul,166.61,9,2013,13/09/2017 00:00:00,
1289,Serviço Público,Sul,184.92,9,2014,13/09/2017 00:00:00,
1290,Serviço Público,Sul,322.09,9,2015,13/09/2017 00:00:00,
1291,Serviço Público (água e esgoto e saneamento),Brasil,336.88,12,2016,13/09/2017 00:00:00,
1292,Serviço Público (água e esgoto e saneamento),Brasil,346.60,9,2016,13/09/2017 00:00:00,
1293,Serviço Público (água e esgoto e saneamento),Centro-Oeste,347.64,12,2016,13/09/2017 00:00:00,
1294,Serviço Público (água e esgoto e saneamento),Centro-Oeste,419.06,9,2016,13/09/2017 00:00:00,
1295,Serviço Público (água e esgoto e saneamento),Nordeste,305.22,12,2016,13/09/2017 00:00:00,
1296,Serviço Público (água e esgoto e saneamento),Nordeste,300.71,9,2016,13/09/2017 00:00:00,
1297,Serviço Público (água e esgoto e saneamento),Norte,382.38,12,2016,13/09/2017 00:00:00,
1298,Serviço Público (água e esgoto e saneamento),Norte,357.75,9,2016,13/09/2017 00:00:00,
1299,Serviço Público (água e esgoto e saneamento),Sudeste,352.57,12,2016,13/09/2017 00:00:00,
1300,Serviço Público (água e esgoto e saneamento),Sudeste,364.78,9,2016,13/09/2017 00:00:00,
1301,Serviço Público (água e esgoto e saneamento),Sul,325.36,12,2016,13/09/2017 00:00:00,
1302,Serviço Público (água e esgoto e saneamento),Sul,319.41,9,2016,13/09/2017 00:00:00,
1303,Serviço Público (água, esgoto e saneamento),Brasil,345.26,3,2003,13/09/2017 00:00:00
1304,Serviço Público (água, esgoto e saneamento),Brasil,339.65,3,2017,13/09/2017 00:00:00
1305,Serviço Público (água, esgoto e saneamento),Brasil,342.40,6,2016,13/09/2017 00:00:00
1306,Serviço Público (água, esgoto e saneamento),Centro-Oeste,354.05,3,2003,13/09/2017 00:00:00
1307,Serviço Público (água, esgoto e saneamento),Centro-Oeste,340.71,3,2017,13/09/2017 00:00:00
1308,Serviço Público (água, esgoto e saneamento),Centro-Oeste,343.11,6,2016,13/09/2017 00:00:00
1309,Serviço Público (água, esgoto e saneamento),Nordeste,281.36,3,2003,13/09/2017 00:00:00
1310,Serviço Público (água, esgoto e saneamento),Nordeste,314.13,3,2017,13/09/2017 00:00:00
1311,Serviço Público (água, esgoto e saneamento),Nordeste,298.57,6,2016,13/09/2017 00:00:00
1312,Serviço Público (água, esgoto e saneamento),Norte,328.66,3,2003,13/09/2017 00:00:00
1313,Serviço Público (água, esgoto e saneamento),Norte,393.31,3,2017,13/09/2017 00:00:00
1314,Serviço Público (água, esgoto e saneamento),Norte,331.38,6,2016,13/09/2017 00:00:00
1315,Serviço Público (água, esgoto e saneamento),Sudeste,372.69,3,2003,13/09/2017 00:00:00
1316,Serviço Público (água, esgoto e saneamento),Sudeste,351.66,3,2017,13/09/2017 00:00:00
1317,Serviço Público (água, esgoto e saneamento),Sudeste,365.67,6,2016,13/09/2017 00:00:00
1318,Serviço Público (água, esgoto e saneamento),Sul,371.61,3,2003,13/09/2017 00:00:00
1319,Serviço Público (água, esgoto e saneamento),Sul,327.90,3,2017,13/09/2017 00:00:00
1320,Serviço Público (água, esgoto e saneamento),Sul,347.54,6,2016,13/09/2017 00:00:00
1321,Serviço Público (tração elétrica),Brasil,257.69,12,2012,13/09/2017 00:00:00,
1322,Serviço Público (tração elétrica),Brasil,208.28,12,2013,13/09/2017 00:00:00,
1323,Serviço Público (tração elétrica),Brasil,212.60,12,2014,13/09/2017 00:00:00,
1324,Serviço Público (tração elétrica),Brasil,347.63,12,2015,13/09/2017 00:00:00,
1325,Serviço Público (tração elétrica),Brasil,365.82,12,2016,13/09/2017 00:00:00,
1326,Serviço Público (tração elétrica),Brasil,390.34,3,2003,13/09/2017 00:00:00,
1327,Serviço Público (tração elétrica),Brasil,233.79,3,2012,13/09/2017 00:00:00,
1328,Serviço Público (tração elétrica),Brasil,229.32,3,2013,13/09/2017 00:00:00,
1329,Serviço Público (tração elétrica),Brasil,206.91,3,2014,13/09/2017 00:00:00,
1330,Serviço Público (tração elétrica),Brasil,280.86,3,2015,13/09/2017 00:00:00,
1331,Serviço Público (tração elétrica),Brasil,389.67,3,2016,13/09/2017 00:00:00,
1332,Serviço Público (tração elétrica),Brasil,344.37,3,2017,13/09/2017 00:00:00,
1333,Serviço Público (tração elétrica),Brasil,233.79,6,2012,13/09/2017 00:00:00,
1334,Serviço Público (tração elétrica),Brasil,202.91,6,2013,13/09/2017 00:00:00,
1335,Serviço Público (tração elétrica),Brasil,206.84,6,2014,13/09/2017 00:00:00,
1336,Serviço Público (tração elétrica),Brasil,317.76,6,2015,13/09/2017 00:00:00,
1337,Serviço Público (tração elétrica),Brasil,387.53,6,2016,13/09/2017 00:00:00,
1338,Serviço Público (tração elétrica),Brasil,265.04,9,2012,13/09/2017 00:00:00,
1339,Serviço Público (tração elétrica),Brasil,200.78,9,2013,13/09/2017 00:00:00,
1340,Serviço Público (tração elétrica),Brasil,229.87,9,2014,13/09/2017 00:00:00,
1341,Serviço Público (tração elétrica),Brasil,338.34,9,2015,13/09/2017 00:00:00,
1342,Serviço Público (tração elétrica),Brasil,375.38,9,2016,13/09/2017 00:00:00,
1343,Serviço Público (tração elétrica),Centro-Oeste,0.00,12,2012,13/09/2017 00:00:00,
1344,Serviço Público (tração elétrica),Centro-Oeste,0.00,12,2013,13/09/2017 00:00:00,
1345,Serviço Público (tração elétrica),Centro-Oeste,225.48,12,2014,13/09/2017 00:00:00,
1346,Serviço Público (tração elétrica),Centro-Oeste,430.32,12,2015,13/09/2017 00:00:00,
1347,Serviço Público (tração elétrica),Centro-Oeste,426.58,12,2016,13/09/2017 00:00:00,
1348,Serviço Público (tração elétrica),Centro-Oeste,440.70,3,2003,13/09/2017 00:00:00,
1349,Serviço Público (tração elétrica),Centro-Oeste,0.00,3,2012,13/09/2017 00:00:00,
1350,Serviço Público (tração elétrica),Centro-Oeste,0.00,3,2013,13/09/2017 00:00:00,
1351,Serviço Público (tração elétrica),Centro-Oeste,0.00,3,2014,13/09/2017 00:00:00,
1352,Serviço Público (tração elétrica),Centro-Oeste,366.06,3,2015,13/09/2017 00:00:00,
1353,Serviço Público (tração elétrica),Centro-Oeste,453.08,3,2016,13/09/2017 00:00:00,
1354,Serviço Público (tração elétrica),Centro-Oeste,,3,2017,13/09/2017 00:00:00,
1355,Serviço Público (tração elétrica),Centro-Oeste,0.00,6,2012,13/09/2017 00:00:00,
1356,Serviço Público (tração elétrica),Centro-Oeste,0.00,6,2013,13/09/2017 00:00:00,
1357,Serviço Público (tração elétrica),Centro-Oeste,0.00,6,2014,13/09/2017 00:00:00,
1358,Serviço Público (tração elétrica),Centro-Oeste,355.04,6,2015,13/09/2017 00:00:00,
1359,Serviço Público (tração elétrica),Centro-Oeste,420.00,6,2016,13/09/2017 00:00:00,
1360,Serviço Público (tração elétrica),Centro-Oeste,0.00,9,2012,13/09/2017 00:00:00,
1361,Serviço Público (tração elétrica),Centro-Oeste,0.00,9,2013,13/09/2017 00:00:00,
1362,Serviço Público (tração elétrica),Centro-Oeste,188.74,9,2014,13/09/2017 00:00:00,
1363,Serviço Público (tração elétrica),Centro-Oeste,416.05,9,2015,13/09/2017 00:00:00,
1364,Serviço Público (tração elétrica),Centro-Oeste,422.84,9,2016,13/09/2017 00:00:00,
1365,Serviço Público (tração elétrica),Nordeste,273.66,12,2012,13/09/2017 00:00:00,
1366,Serviço Público (tração elétrica),Nordeste,164.93,12,2013,13/09/2017 00:00:00,
1367,Serviço Público (tração elétrica),Nordeste,236.90,12,2014,13/09/2017 00:00:00,
1368,Serviço Público (tração elétrica),Nordeste,278.15,12,2015,13/09/2017 00:00:00,
1369,Serviço Público (tração elétrica),Nordeste,311.20,12,2016,13/09/2017 00:00:00,
1370,Serviço Público (tração elétrica),Nordeste,284.18,3,2003,13/09/2017 00:00:00,
1371,Serviço Público (tração elétrica),Nordeste,262.09,3,2012,13/09/2017 00:00:00,
1372,Serviço Público (tração elétrica),Nordeste,217.48,3,2013,13/09/2017 00:00:00,
1373,Serviço Público (tração elétrica),Nordeste,164.93,3,2014,13/09/2017 00:00:00,
1374,Serviço Público (tração elétrica),Nordeste,254.95,3,2015,13/09/2017 00:00:00,
1375,Serviço Público (tração elétrica),Nordeste,285.39,3,2016,13/09/2017 00:00:00,
1376,Serviço Público (tração elétrica),Nordeste,300.05,3,2017,13/09/2017 00:00:00,
1377,Serviço Público (tração elétrica),Nordeste,262.09,6,2012,13/09/2017 00:00:00,
1378,Serviço Público (tração elétrica),Nordeste,164.93,6,2013,13/09/2017 00:00:00,
1379,Serviço Público (tração elétrica),Nordeste,164.93,6,2014,13/09/2017 00:00:00,
1380,Serviço Público (tração elétrica),Nordeste,266.45,6,2015,13/09/2017 00:00:00,
1381,Serviço Público (tração elétrica),Nordeste,314.00,6,2016,13/09/2017 00:00:00,
1382,Serviço Público (tração elétrica),Nordeste,294.83,9,2012,13/09/2017 00:00:00,
1383,Serviço Público (tração elétrica),Nordeste,164.93,9,2013,13/09/2017 00:00:00,
1384,Serviço Público (tração elétrica),Nordeste,247.17,9,2014,13/09/2017 00:00:00,
1385,Serviço Público (tração elétrica),Nordeste,274.15,9,2015,13/09/2017 00:00:00,
1386,Serviço Público (tração elétrica),Nordeste,306.94,9,2016,13/09/2017 00:00:00,
1387,Serviço Público (tração elétrica),Norte,0.00,12,2012,13/09/2017 00:00:00,
1388,Serviço Público (tração elétrica),Norte,206.47,12,2013,13/09/2017 00:00:00,
1389,Serviço Público (tração elétrica),Norte,0.00,12,2014,13/09/2017 00:00:00,
1390,Serviço Público (tração elétrica),Norte,0.00,12,2015,13/09/2017 00:00:00,
1391,Serviço Público (tração elétrica),Norte,0.00,12,2016,13/09/2017 00:00:00,
1392,Serviço Público (tração elétrica),Norte,0.00,3,2003,13/09/2017 00:00:00,
1393,Serviço Público (tração elétrica),Norte,0.00,3,2012,13/09/2017 00:00:00,
1394,Serviço Público (tração elétrica),Norte,0.00,3,2013,13/09/2017 00:00:00,
1395,Serviço Público (tração elétrica),Norte,206.47,3,2014,13/09/2017 00:00:00,
1396,Serviço Público (tração elétrica),Norte,0.00,3,2015,13/09/2017 00:00:00,
1397,Serviço Público (tração elétrica),Norte,0.00,3,2016,13/09/2017 00:00:00,
1398,Serviço Público (tração elétrica),Norte,,3,2017,13/09/2017 00:00:00,
1399,Serviço Público (tração elétrica),Norte,0.00,6,2012,13/09/2017 00:00:00,
1400,Serviço Público (tração elétrica),Norte,206.47,6,2013,13/09/2017 00:00:00,
1401,Serviço Público (tração elétrica),Norte,206.47,6,2014,13/09/2017 00:00:00,
1402,Serviço Público (tração elétrica),Norte,0.00,6,2015,13/09/2017 00:00:00,
1403,Serviço Público (tração elétrica),Norte,0.00,6,2016,13/09/2017 00:00:00,
1404,Serviço Público (tração elétrica),Norte,0.00,9,2012,13/09/2017 00:00:00,
1405,Serviço Público (tração elétrica),Norte,206.47,9,2013,13/09/2017 00:00:00,
1406,Serviço Público (tração elétrica),Norte,206.43,9,2014,13/09/2017 00:00:00,
1407,Serviço Público (tração elétrica),Norte,0.00,9,2015,13/09/2017 00:00:00,
1408,Serviço Público (tração elétrica),Norte,0.00,9,2016,13/09/2017 00:00:00,
1409,Serviço Público (tração elétrica),Sudeste,254.54,12,2012,13/09/2017 00:00:00,
1410,Serviço Público (tração elétrica),Sudeste,196.58,12,2013,13/09/2017 00:00:00,
1411,Serviço Público (tração elétrica),Sudeste,205.78,12,2014,13/09/2017 00:00:00,
1412,Serviço Público (tração elétrica),Sudeste,340.97,12,2015,13/09/2017 00:00:00,
1413,Serviço Público (tração elétrica),Sudeste,365.42,12,2016,13/09/2017 00:00:00,
1414,Serviço Público (tração elétrica),Sudeste,393.42,3,2003,13/09/2017 00:00:00,
1415,Serviço Público (tração elétrica),Sudeste,227.00,3,2012,13/09/2017 00:00:00,
1416,Serviço Público (tração elétrica),Sudeste,232.10,3,2013,13/09/2017 00:00:00,
1417,Serviço Público (tração elétrica),Sudeste,196.58,3,2014,13/09/2017 00:00:00,
1418,Serviço Público (tração elétrica),Sudeste,275.97,3,2015,13/09/2017 00:00:00,
1419,Serviço Público (tração elétrica),Sudeste,389.56,3,2016,13/09/2017 00:00:00,
1420,Serviço Público (tração elétrica),Sudeste,347.35,3,2017,13/09/2017 00:00:00,
1421,Serviço Público (tração elétrica),Sudeste,227.00,6,2012,13/09/2017 00:00:00,
1422,Serviço Público (tração elétrica),Sudeste,196.58,6,2013,13/09/2017 00:00:00,
1423,Serviço Público (tração elétrica),Sudeste,196.58,6,2014,13/09/2017 00:00:00,
1424,Serviço Público (tração elétrica),Sudeste,315.06,6,2015,13/09/2017 00:00:00,
1425,Serviço Público (tração elétrica),Sudeste,391.16,6,2016,13/09/2017 00:00:00,
1426,Serviço Público (tração elétrica),Sudeste,258.91,9,2012,13/09/2017 00:00:00,
1427,Serviço Público (tração elétrica),Sudeste,196.58,9,2013,13/09/2017 00:00:00,
1428,Serviço Público (tração elétrica),Sudeste,228.74,9,2014,13/09/2017 00:00:00,
1429,Serviço Público (tração elétrica),Sudeste,331.94,9,2015,13/09/2017 00:00:00,
1430,Serviço Público (tração elétrica),Sudeste,377.25,9,2016,13/09/2017 00:00:00,
1431,Serviço Público (tração elétrica),Sul,271.54,12,2012,13/09/2017 00:00:00,
1432,Serviço Público (tração elétrica),Sul,154.41,12,2013,13/09/2017 00:00:00,
1433,Serviço Público (tração elétrica),Sul,236.29,12,2014,13/09/2017 00:00:00,
1434,Serviço Público (tração elétrica),Sul,426.77,12,2015,13/09/2017 00:00:00,
1435,Serviço Público (tração elétrica),Sul,397.89,12,2016,13/09/2017 00:00:00,
1436,Serviço Público (tração elétrica),Sul,478.49,3,2003,13/09/2017 00:00:00,
1437,Serviço Público (tração elétrica),Sul,280.99,3,2012,13/09/2017 00:00:00,
1438,Serviço Público (tração elétrica),Sul,213.34,3,2013,13/09/2017 00:00:00,
1439,Serviço Público (tração elétrica),Sul,154.41,3,2014,13/09/2017 00:00:00,
1440,Serviço Público (tração elétrica),Sul,310.63,3,2015,13/09/2017 00:00:00,
1441,Serviço Público (tração elétrica),Sul,489.26,3,2016,13/09/2017 00:00:00,
1442,Serviço Público (tração elétrica),Sul,409.05,3,2017,13/09/2017 00:00:00,
1443,Serviço Público (tração elétrica),Sul,280.99,6,2012,13/09/2017 00:00:00,
1444,Serviço Público (tração elétrica),Sul,154.41,6,2013,13/09/2017 00:00:00,
1445,Serviço Público (tração elétrica),Sul,154.41,6,2014,13/09/2017 00:00:00,
1446,Serviço Público (tração elétrica),Sul,374.63,6,2015,13/09/2017 00:00:00,
1447,Serviço Público (tração elétrica),Sul,420.89,6,2016,13/09/2017 00:00:00,
1448,Serviço Público (tração elétrica),Sul,291.27,9,2012,13/09/2017 00:00:00,
1449,Serviço Público (tração elétrica),Sul,154.41,9,2013,13/09/2017 00:00:00,
