variavel: PIB per capita;;;;;;;;;;;;
caminho: /Contabilidade Social/Série 2002 em diante/PIB per capita;;;;;;;;;;;;
fonte: Fundação de Economia e Estatística/Núcleo de Contabilidade Social. ;;;;;;;;;;;;
agrupador: Município;;;;;;;;;;;;
descricao: ;;;;;;;;;;;;
Município;ibge;latitude;longitude;2010 (R$);2011 (R$);2012 (R$);2013 (R$);2014 (R$);2015 (R$);2016 (R$);2017 (R$);2018 (R$)
São Domingos do Sul;4318051;-28,53119999999;-51,886;11479,33;13146,98;13094,38;15764,06;18141,04;19396,49;20174,55;21011,68;21209,98
São Francisco de Assis;4318101;-29,5547;-55,1253;9804,83;11237,01;11869,86;16385,7;17310,06;19069,42;22491,18;22974,69;26750,31
São Francisco de Paula;4318200;-29,4404;-50,58279999999;15875,41;16495,27;17381,39;19304,54;21185,3;24438,47;30290,79;27788,7;28411,7
São Gabriel;4318309;-30,3337;-54,3217;16476,83;14468,36;15636,3;18879,58;20337,21;23961,58;25569,2;27137,17;29673,16
São Jerônimo;4318408;-29,97159999999;-51,72509999999;15663,51;16180,99;17738,39;17981,76;20810,74;22742,5;24175,68;24849,02;24175,77
São João da Urtiga;4318424;-27,8195;-51,82569999999;12984,84;15124,51;16427,09;20801,76;24023,59;23542,32;25061,7;24890,99;28405,38
São João do Polêsine;4318432;-29,61939999999;-53,44389999999;11363,18;14092,27;15094,25;19746,14;24249,19;26116,17;26869,52;28039,6;29436,62
São Jorge;4318440;-28,4984;-51,7064;15762,72;17919,23;18444,18;22279,56;24181,56;25879,61;29267,99;28687,43;30950,1
São José das Missões;4318457;-27,7789;-53,12259999999;11350,49;12512,54;11811,16;16531,92;17394,16;18608,9;21311,61;19082,78;23328,64
São José do Herval;4318465;-29,052;-52,295;11990,34;14740,12;15468,61;18725,76;19994,8;19609,14;22468,96;21898,85;22473,78
São José do Hortêncio;4318481;-29,52799999999;-51,245;18865,22;20572,88;22141,26;22548,8;26940,46;27373,17;26865,19;27050,92;25747,38
São José do Inhacorá;4318499;-27,7251;-54,12749999999;17175,5;20000,85;21058,95;28756,82;32766,69;32698,52;36514,54;37235,83;45716,07
São José do Norte;4318507;-32,01509999999;-52,03309999999;8049,29;8098,38;9220,73;10039,94;11874,34;13033,93;12663,53;12416,92;29672,28
São José do Ouro;4318606;-27,7707;-51,5966;22928,34;25703,53;26180,13;31524,39;36221,87;34009,26;46628,76;41978,25;41988,99
São José do Sul;4318614;-29,529;-51,48709999999;14633,55;16562,9;18761,45;20496,92;23596,87;24363,54;30958,26;35155,51;25294,4
São José dos Ausentes;4318622;-28,74759999999;-50,0677;18386,26;14481,36;17029,9;22196,1;22037,99;27027,54;30336,84;23512,21;25747,6
São Leopoldo;4318705;-29,7545;-51,14979999999;20798,92;22038,68;24511,07;25997,56;29717,58;30351,56;31340,58;33905,58;38317,82
São Lourenço do Sul;4318804;-31,3564;-51,97149999999;11254,69;12970,05;15277,81;17570,1;20064,17;21183,51;24070,21;24869,92;24393,81
São Luiz Gonzaga;4318903;-28,41199999999;-54,9559;15133,33;18046,77;16953,91;25181,06;24584,68;27131,74;32428,98;32372,08;39604,23
São Marcos;4319000;-28,9677;-51,0696;20309,84;21860,04;24070,96;26062,95;28053,93;29468,09;29543,52;33071,06;39582,39
São Martinho;4319109;-27,7112;-53,9699;16448,31;19676,19;19738,63;30013,84;28748,95;30572,12;34613,71;42530,33;40661,63
São Martinho da Serra;4319125;-29,5397;-53,859;22595,39;26624,08;29276,85;45843,88;45412,35;47756,4;55790,19;50766,13;63596,46
São Miguel das Missões;4319158;-28,556;-54,5559;25564,8;30313,1;18009,52;46822,11;43248,76;49150,28;62023,35;55108,54;67646,01
São Nicolau;4319208;-28,18339999999;-55,2654;10503,6;11625,2;11783,92;16123,06;15897,14;20302,45;23758,41;22982,18;29221,11
São Paulo das Missões;4319307;-28,0195;-54,94039999999;11833,38;12943,02;13190,05;17410,28;17897,54;19333,09;23191,21;23098,97;27672,47
São Pedro da Serra;4319356;-29,4193;-51,51339999999;9964,73;10992,39;13788,47;16262,62;16857,84;17637,31;18297,19;19745,7;21246,01
São Pedro das Missões;4319364;-27,77321999999;-53,25047;12788,91;14667,73;13709,99;20562,47;26269,29;28855,73;33938,57;25770,55;35682,98
São Pedro do Butiá;4319372;-28,1243;-54,8926;17337,22;18895,01;17624,25;22442,53;23613,93;25800,46;31163,57;30294,29;34668,76
São Pedro do Sul;4319406;-29,6202;-54,18549999999;11170,14;12535,62;12788,57;16002,07;18080,2;18948,62;20685,53;21829,56;24488,08
São Sebastião do Caí;4319505;-29,5885;-51,37489999999;17761,59;19579,31;21193,26;22874,75;23364,57;24221,84;23268,14;25305,84;27553,28
São Sepé;4319604;-30,1643;-53,56029999999;13819,94;15470,86;17202,06;22571,72;26578,9;28435,16;31465,99;33726,54;33987,83
São Valentim;4319703;-27,55829999999;-52,52369999999;15618,34;17347,61;16562,98;19856,34;22738,14;23272,74;25691,24;24500,15;27291,96
São Valentim do Sul;4319711;-29,0451;-51,7684;17772,37;17502,94;17042,51;18967,46;20475,29;21654,97;22593,23;24160,61;30591,01
São Valério do Sul;4319737;-27,7906;-53,93679999999;10308,38;12251,9;9709,6;17271,97;16143,26;17604,65;21769,34;19649,43;20339,58
São Vendelino;4319752;-29,3729;-51,3675;16531,63;23188,24;31632,87;34423,08;25248,01;27999,68;29419,29;29724,95;34171,74
São Vicente do Sul;4319802;-29,68819999999;-54,6826;12062,46;13307,27;14388,35;19713,07;24323,02;26182,88;25254,93;25702,25;31529,04
Sapiranga;4319901;-29,63489999999;-51,0065;20951,41;22307,78;25791,01;26938,87;31533,57;35751,93;36015,58;40917,42;40789,31
Sapucaia do Sul;4320008;-29,8276;-51,145;17122,24;17461,64;19733,67;19146,2;21133,8;21812,45;20102,82;22477,13;24171,89
Sarandi;4320107;-27,942;-52,92309999999;21100,02;23604,46;24930,09;27028,2;31187,06;32768,41;33759,92;36020,55;37996,58
Seberi;4320206;-27,4829;-53,4026;13956,29;16851,41;16831,05;23197;24030,17;26838,3;29035,79;28363,28;33163,84
Sede Nova;4320230;-27,6367;-53,9493;16559,72;18848,79;18525,86;26687,07;26300,49;27197,01;29569,14;28832,46;34369,5
Segredo;4320263;-29,3523;-52,9767;10294,09;11265,87;11795,8;14628,44;14996,19;16280,98;15904,61;17689,52;17702,17
Selbach;4320305;-28,6294;-52,9498;24026,07;24169,86;25876,3;33390;35456,77;36695,46;41837,76;40968,47;47164,56
Senador Salgado Filho;4320321;-28,025;-54,55069999999;15328,22;19057,53;15550,83;24524;25152,26;27842,37;32371,61;28028,09;32865,05
Sentinela do Sul;4320354;-30,6107;-51,58619999999;9048,69;9792,83;11532,43;13385,05;14886,29;14247,53;16671,45;15301,91;14667,21
Serafina Corrêa;4320404;-28,71259999999;-51,93529999999;25565,06;26480,37;29306,93;31149,2;36690,35;36491,56;38046,28;38216,4;38580,62
Sério;4320453;-29,3904;-52,2685;11073,19;12226,39;13931,63;15552,73;16867,28;16483,07;17660,49;19069,53;21111,62
Sertão;4320503;-27,9798;-52,2588;20626,72;23975,3;25518,08;34064,09;35936,45;37827,28;42777,68;45611,61;55662,39
Sertão Santana;4320552;-30,45619999999;-51,6017;13899,33;15815,19;18119,47;19144,84;21312,46;23959,46;28311,91;26945,68;36759,96
Sete de Setembro;4320578;-28,13619999999;-54,4637;16194,11;17933,07;12552,16;23564,71;23580,59;25082,07;32815,18;29763,88;31626,87
Severiano de Almeida;4320602;-27,43619999999;-52,12169999999;13298,51;14841,95;15587,31;19328,53;22132,64;23485,08;25401,49;25246,02;27331,21
Silveira Martins;4320651;-29,64669999999;-53,591;10229,64;11267,07;11679,49;16074,37;16647,14;18510,59;20532,18;19609,85;22214,65
Sinimbu;4320677;-29,53569999999;-52,5305;10998,23;12441,7;12780,98;15642,28;17153,36;17586,81;18839,11;19326,61;19081,78
Sobradinho;4320701;-29,4194;-53,0326;15313,68;15079,28;16526,59;20470,18;20968,88;21619,33;23655,02;24670,03;24319,95
Soledade;4320800;-28,8306;-52,5131;12082,31;15166,73;15672,8;18524,07;20055,97;22208,83;24270,97;27707,81;31513,04
Tabaí;4320859;-29,643;-51,68229999999;11184,83;11530,06;16225,83;15326,49;16931,04;17978,11;16981,71;15158,63;17437,52
Tapejara;4320909;-28,0652;-52,0097;22313,95;24893,09;27783,14;30342,91;32217,48;34949,8;39298,9;39664,98;47621,01
Tapera;4321006;-28,6277;-52,86119999999;24621,14;27346,01;26691,25;28040,52;30235,27;32972,06;38696,76;37583,75;42813,31
Tapes;4321105;-30,66829999999;-51,39909999999;12409,4;12876,81;13894,5;15768,07;16967,25;18715,08;20166,48;21241,4;20628,25
Taquara;4321204;-29,6505;-50,7753;14165,17;15180,47;16833,8;17629,38;19961,92;21058,53;20191,18;21839,1;22810,98
Taquari;4321303;-29,7943;-51,86529999999;16258,1;16960,04;19128,27;20645,8;23892,78;24919,36;24941,94;24985,72;27940,73
Taquaruçu do Sul;4321329;-27,4004;-53,4703;13122,73;13635,27;14769,98;25821,75;26860,51;27767,44;32090,49;31853,85;38042,53
Tavares;4321352;-31,2843;-51,088;10232,18;9749,47;10915,78;12489,45;13154,95;13498,51;15337,95;15184,91;15105,24
Tenente Portela;4321402;-27,37109999999;-53,75849999999;11904,99;13552,18;14135,96;18773,84;20624,64;23817,96;25895,8;28174,67;31143,69
Terra de Areia;4321436;-29,57819999999;-50,06439999999;8987,05;9481,94;11738,43;13048,79;14813,13;17457,18;18916,74;20261,59;20216,48
Teutônia;4321451;-29,4482;-51,8044;25578,89;29217,65;30983,55;32580,51;34561,36;34577,97;38734,95;41808,24;43670,5
Tio Hugo;4321469;-28,57404;-52,5949;19862,23;22874,11;23799,73;31835,38;29841,06;38362,77;38687,02;37110,65;40982,73
Tiradentes do Sul;4321477;-27,4022;-54,0814;9227;11277,73;12016,93;15084,83;15659,2;17350,38;19671,9;19616,06;21643,52
Toropi;4321493;-29,4782;-54,2244;11007,95;12098,8;12083,65;17957,57;19357,27;20657,44;22116,13;21635,68;25393,82
Torres;4321501;-29,3334;-49,7333;14582,99;15933,85;18709,04;20166,57;23282,32;26359,11;29134,3;30954,27;29651,15
Tramandaí;4321600;-29,9841;-50,13219999999;11653,52;12764,75;14430,2;16018,37;18059,92;18897,61;20117,55;21284,37;20251,61
Travesseiro;4321626;-29,29769999999;-52,05319999999;19201;18243,77;20951,7;23086,39;26138,36;24581,45;25017,83;25779,53;25835,77
Três Arroios;4321634;-27,50029999999;-52,14479999999;13492,97;15070,82;15346,93;36351,53;45281,6;23609,76;26499,36;26024,94;28953,81
Três Cachoeiras;4321667;-29,44869999999;-49,9275;11326,46;12019,07;13369,1;15541,34;18152,91;18946,25;21548,66;22149,67;23133,56
Três Coroas;4321709;-29,5137;-50,77389999999;30184,89;30074,44;31041,03;30366,35;34961,04;35158,27;32797,13;34279,43;33865,84
Três de Maio;4321808;-27,78;-54,2357;17209,97;19484,84;21831,59;27025,55;30984,13;34695,36;38327,77;38626,61;45387,3
Três Forquilhas;4321832;-29,53839999999;-50,07079999999;9425,06;10110,7;11070,91;14275,13;15670,26;17423,56;19999,06;17850,03;18680,71
Três Palmeiras;4321857;-27,6139;-52,84369999999;14799,3;15760,64;13226,03;21428,18;22260,21;24242;29926,43;25669,04;32041,51
Três Passos;4321907;-27,4555;-53,9296;15877,75;17255,07;20382,09;22134,88;23983,4;26995,82;29271,27;31662,32;34502,66
Trindade do Sul;4321956;-27,5239;-52,8956;13081,02;14656,14;13197,48;21673,78;22244,42;25357,01;26907,06;27026,25;31011,96
Triunfo;4322004;-29,92909999999;-51,7075;219694,74;200704,81;212345,37;214552,77;184678,75;268404,72;272517,2;311211,93;304208,49
Tucunduva;4322103;-27,65729999999;-54,44389999999;18436,29;21503,65;19760,92;25613,83;28868,13;29326,96;33892,24;32979,14;37999,36
Tunas;4322152;-29,10389999999;-52,9538;9427,38;11077,28;8930,7;13941,41;14136,4;15553,84;15151,71;17664,61;17590,48
Tupanci do Sul;4322186;-27,92409999999;-51,5383;16229,73;17145,33;18290,27;24304,84;26826,32;24524,28;29509,05;27285,04;35215,93
Tupanciretã;4322202;-29,08579999999;-53,84449999999;24013,94;30844,3;25597,71;42823;39907,95;43268,11;49333,98;45282,28;53810,85
Tupandi;4322251;-29,4772;-51,4174;46860,87;50832,38;65840,42;74117,43;85405,62;96152,63;89895,87;92994,66;105038,43
Tuparendi;4322301;-27,75979999999;-54,4814;16125,7;18408,16;17406,93;23910,94;25682,06;27767,37;32276,63;31140,7;37062,96
Turuçu;4322327;-31,4173;-52,1706;12198,42;12767,5;15383,51;19940,26;22195,84;22959,08;24562,01;27803,08;27945,49
Ubiretama;4322343;-28,0404;-54,68589999999;12461,99;14606,11;13342,87;19500,17;21072,05;22092,66;26783,71;25907,99;30873,19
União da Serra;4322350;-28,7833;-52,0238;20702,29;22422,87;20130,94;30359,48;33871,15;35518,01;39728,43;37032,25;43421,1
Unistalda;4322376;-29,03999999999;-55,15169999999;11940,27;12860,41;11963,61;17959,54;18383,56;21794,22;25109,27;24099,21;29029,6
Uruguaiana;4322400;-29,76139999999;-57,08529999999;12099,3;12522,03;14407,85;16170,71;17713,54;20259,72;20116,79;21633,17;21808,17
Vacaria;4322509;-28,50789999999;-50,9418;19802,18;19447,85;22401,01;25856,04;27044,37;29689,09;31753,16;32591,56;34272,82
Vale do Sol;4322533;-29,59669999999;-52,6839;18977,22;15629,24;14622,88;16982,91;18064,65;18683,14;19107,45;19747,73;18979,05
Vale Real;4322541;-29,3919;-51,25589999999;11482,24;13134,83;13964,86;15994,69;18997,16;20251,51;24368,1;23181,73;22086,84
Vale Verde;4322525;-29,7864;-52,18569999999;12394,14;13250,52;18104,09;18847,87;20688,59;21503,66;23140,3;21987,84;21943,58
Vanini;4322558;-28,4758;-51,8447;15489,55;16827,87;18351,1;22875,81;24306,64;24766,86;27004,65;27295,77;27960,98
Venâncio Aires;4322608;-29,6143;-52,19319999999;26106,8;28381,11;30644;37406,43;40427,01;40594,77;38142,34;38258,63;49352,93
Vera Cruz;4322707;-29,71839999999;-52,5152;16210,43;18086,92;19147,6;22440,96;24016,63;23499,51;22689,59;22941,34;24467,49
Veranópolis;4322806;-28,9312;-51,5516;26838,68;32645,41;36037,41;35881,11;41318,27;45969,04;47112,43;56039,95;59746,82
Vespasiano Correa;4322855;-29,0655;-51,8625;17490,48;19720,97;21217,33;25939,48;28016,39;28934,74;32833,87;31546,01;36744,41
Viadutos;4322905;-27,5716;-52,02109999999;11071,66;13495,73;14245,06;22337,76;26164,37;27624,18;31430,41;23665,98;28451,04
Viamão;4323002;-30,0819;-51,01939999999;8146,08;8783,1;10355,4;10743,14;12290,35;12857,81;13776,34;14049,15;14732,35
Vicente Dutra;4323101;-27,16079999999;-53,4022;8725;10166,45;11710,64;14675,06;15234,81;15030,51;19073,16;17793,96;19951,01
Victor Graeff;4323200;-28,56319999999;-52,74949999999;24350,4;30768,36;30776,76;48165,69;37692,77;47354,41;50568,24;44342,41;60269,84
Vila Flores;4323309;-28,8598;-51,5504;27307,22;29835,28;34127,92;41606,86;48866,88;43364,15;44348,47;46298,82;52292,58
Vila Lângaro;4323358;-28,1062;-52,14379999999;20107,4;24951,82;24584,05;39905,58;33587,83;40927,86;45040,39;41755,8;52981,15
Vila Maria;4323408;-28,5359;-52,14869999999;26952,98;31857,75;34446,56;43977,55;42900,56;41799,55;47271,71;46015,97;48434,54
Vila Nova do Sul;4323457;-30,3461;-53,87599999999;11075,03;12377,89;12713,63;17845,15;19795,3;22183,63;27131,59;26746,21;28174,72
Vista Alegre;4323507;-27,3686;-53,4919;13906,79;13522,72;12902,42;18341,24;21628,72;20805,27;25297,77;25657,41;30292,95
Vista Alegre do Prata;4323606;-28,80519999999;-51,7946;22081,68;22113,78;19374,23;26918,07;30373,83;31473,48;34174,82;32239,88;34542,61
Vista Gaúcha;4323705;-27,29019999999;-53,6974;13276,35;14625,39;15994,99;18933,89;21152,73;22216,02;22370,89;23136,05;23348,1
Vitória das Missões;4323754;-28,3516;-54,50399999999;11852,36;13710,03;8991,76;18372,82;18596,39;20967,06;25281,96;24057,78;31116,94
Westfalia;4323770;-29,3744;-51,74629999999;23997,78;26083,21;30428,33;36133,23;38201,35;40951,45;46348,07;47853,2;55984,31
Xangri-lá;4323804;-29,8065;-50,0519;16765,92;18364,56;21752,53;22576,34;26250,06;30019,99;35398,72;35716,05;31202,93
