variavel: Total;;;;;;;;;;;;
caminho: /Educação/Ensino Médio/Taxa de Reprovação/Total;;;;;;;;;;;;
fonte: Instituto Nacional de Estudos e Pesquisas Educacionais.;;;;;;;;;;;;
agrupador: Município;;;;;;;;;;;;
descricao: ;;;;;;;;;;;;
Município;ibge;latitude;longitude;2010 (-);2011 (-);2012 (-);2013 (-);2014 (-);2015 (-);2016 (-);2017 (-);2018 (-)
Três de Maio;4321808;-27,78;-54,2357;16,1;18,6;11,5;10,9;14,1;16,7;12,1;16,8;14,8
Três Forquilhas;4321832;-29,53839999999;-50,07079999999;8;16,2;10,6;14,9;12,6;23,8;13,8;21,2;19,3
Três Palmeiras;4321857;-27,6139;-52,84369999999;16,1;9,3;3,9;4,6;6,3;15;20,8;15,2;8,3
Três Passos;4321907;-27,4555;-53,9296;17,7;21,1;15,7;12;11;11,5;14,7;14,7;10,7
Trindade do Sul;4321956;-27,5239;-52,8956;14,1;13,6;5,3;7;14,7;17,2;26,2;12,8;14,5
Triunfo;4322004;-29,92909999999;-51,7075;11,5;14,1;11,6;17,3;12,4;10,5;18,2;27,8;26,8
Tucunduva;4322103;-27,65729999999;-54,44389999999;32,5;11;16;14,1;10,2;19,3;14;24,7;24,6
Tunas;4322152;-29,10389999999;-52,9538;6,7;9,3;3,4;2,4;0;0,8;0;3,8;7,1
Tupanci do Sul;4322186;-27,92409999999;-51,5383;4,7;3,3;-;8,5;7,5;2,4;0;0;9,3
Tupanciretã;4322202;-29,08579999999;-53,84449999999;17,9;19,9;18,8;13,5;13,3;17,4;10,7;11,6;21,1
Tupandi;4322251;-29,4772;-51,4174;8,9;15,8;2,5;9,6;5,5;10;15,9;11,3;7,8
Tuparendi;4322301;-27,75979999999;-54,4814;15,6;14,4;6,4;11,6;6,3;19,8;10,4;5,6;5,5
Turuçu;4322327;-31,4173;-52,1706;27,1;19;15,6;6,6;3,2;6,3;9,5;7,5;20
Ubiretama;4322343;-28,0404;-54,68589999999;1;9;4,3;2,1;1,8;4,6;4,8;4,3;6
União da Serra;4322350;-28,7833;-52,0238;14,6;12,8;5,9;1,8;4,2;18,6;0;0;7,1
Unistalda;4322376;-29,03999999999;-55,15169999999;14,8;16,2;12,7;0,6;2;6,2;7,6;10,1;20,8
Uruguaiana;4322400;-29,76139999999;-57,08529999999;26,8;25,5;21,9;9,3;6,1;9,3;14,9;16,8;15,1
Vacaria;4322509;-28,50789999999;-50,9418;18,6;25,6;17,3;18,9;16,3;15,9;16,7;20,4;18,5
Vale do Sol;4322533;-29,59669999999;-52,6839;11,7;18,5;5,6;18,1;13;12,5;12,5;17;15
Vale Real;4322541;-29,3919;-51,25589999999;20,8;7,1;9,4;11,6;12,1;18,9;13,4;3,6;9,5
Vale Verde;4322525;-29,7864;-52,18569999999;5,7;8,4;9,4;4,9;7,3;11,3;6,9;18,2;2,1
Vanini;4322558;-28,4758;-51,8447;2,1;5,4;5,1;6,5;6,1;2,7;3,6;0;6,7
Venâncio Aires;4322608;-29,6143;-52,19319999999;10,6;9,3;9,8;11,1;7;7,8;13,1;11,4;10,7
Vera Cruz;4322707;-29,71839999999;-52,5152;14,9;9,8;25;10,2;14,3;13,3;17,5;9,2;13,6
Veranópolis;4322806;-28,9312;-51,5516;20,2;17,9;17,4;10,2;25,8;18,2;17,6;20,8;24,4
Vespasiano Correa;4322855;-29,0655;-51,8625;1,9;3,6;-;-;2,2;2,2;6,7;2,3;2,4
Viadutos;4322905;-27,5716;-52,02109999999;0,9;2,7;7,4;3,3;1,1;6,9;7,6;1,8;3,4
Viamão;4323002;-30,0819;-51,01939999999;21,6;21,9;17,5;15,1;13,5;15,8;19,4;17,8;21,4
Vicente Dutra;4323101;-27,16079999999;-53,4022;3,8;4,7;16,9;17;10,9;18,3;17,9;22,9;6,9
Victor Graeff;4323200;-28,56319999999;-52,74949999999;7,9;3,5;16,8;13,7;14,6;11,8;15,7;7,3;4,2
Vila Flores;4323309;-28,8598;-51,5504;4,5;7,9;6;3,6;2;3,3;0;8,7;13,2
Vila Lângaro;4323358;-28,1062;-52,14379999999;9,1;6,5;10,5;6,7;8,7;5;1,1;14,3;8,2
Vila Maria;4323408;-28,5359;-52,14869999999;15,2;15;10,7;9,8;4;8,1;5,4;6,3;17,6
Vila Nova do Sul;4323457;-30,3461;-53,87599999999;14,5;26,2;11,9;14,4;13,2;24,8;16,5;27,6;41,4
Vista Alegre;4323507;-27,3686;-53,4919;23,3;5,9;2,1;12,6;2,7;15;3,4;21,3;3,6
Vista Alegre do Prata;4323606;-28,80519999999;-51,7946;4;2;2,6;-;3,2;0;6;7,3;12,7
Vista Gaúcha;4323705;-27,29019999999;-53,6974;2,1;11,1;5,8;0,8;0;0;9,1;0;0
Vitória das Missões;4323754;-28,3516;-54,50399999999;18,6;1,3;4,6;10,9;6,3;19,3;36,7;47;7,3
Westfalia;4323770;-29,3744;-51,74629999999;6,5;11,1;2,9;2,9;7;8,1;8,9;12,1;7
Xangri-lá;4323804;-29,8065;-50,0519;6;1,7;25;14,8;14,9;31;24,3;38,8;43,3
